BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
epiandrosterone sulfate,Steroid,2636010,1121286,2204420,3614358.75,6880573,8944380,2494206,1248707,256245,1604110,8972215,10347332,3956802,7315552.5,906731,1970354,2438667,3350580,4566813,5698487,4436374,1237130,15398629,824076,2299901,8252068,1202269,5397998,8265312.5,668492,4786560,3317156.25,9172010,1179214,184738,6842569,,2633236,6182540,1052505,12488596,920747,2317329,5601809,815733,4079751,5202634,371539,2385518,1270195,7974100,460126,,7205998,1882700.88,3195939
deoxycholate,Secondary Bile Acid Metabolism,12766251,2658340,573929,594280.88,3393763,6037924,4060314,,1765806,3445477,1825412,4549543.5,3653414.25,2258567,2328585,1048317,2051849.88,856394,2417649,10094180,1264827,1649743,6383994,4103915,1620258,1493175.88,1780762.5,995663,5758683,1477153.25,11291629,2033457.13,1041735.69,5158246,2518753,1209407,1566168,1442609,6013138,1747847.75,6878599,7417999.5,2444471,3158849,,905950,6435029,7311776,3635315.25,,3150225.75,2544516,1964045.75,11476067,,
taurodeoxycholate,Secondary Bile Acid Metabolism,2068659,817224,362152,84004.8,911697,755603,267230,26062,781512,4285535.5,228565,148388.2,101426,116530,73321.01,,28984.1,611511,310503,303075,3186680,186893,2919763,474553,240443,356825,145114.8,53009,114680,493272.59,121617,96359,275470.31,285901,324392.5,218484,193635.41,735807,491234,,1513942,1297301.25,271517,218099,189771.39,,119332,369902,,,110888.5,313153,322541.59,204882,,205218.2
glycodeoxycholate sulfate,Secondary Bile Acid Metabolism,4389448,1111521,424879,,640651,1530606,1798640,397769,1561183.88,1052709,638865,632584,578145,301024,1534400,374981.97,504048,3149711,1570203,758128.06,1758284,1034025,1396086,593342,177341.02,1139996,613268,341490,870895,628947,10588078,417510,541305,768585,455778,685432,1162072,1222535,1988511.88,206052,1400784,537476,1069761,1437714.88,778732,353330,1021858,653282,117112,,1041731.94,706550,326437,296851,,
N6-carbamoylthreonyladenosine,"Purine Metabolism, Adenine containing",76858,167496,114189,136493,136317,124095,116512,48097,60511,77080,173995,154483,88210,101914,139054,105604.99,97311,102542,92994,89681,98619,104383,107792.99,101581,69427,112675,165840,119023,98591,129676,84976,111809.99,100701,73327,122154.99,,90084,116075,99165,113255.99,113764,86735,122839,143999,109791,113280,104063,73822,110173.99,65487,125005,,137329,,112144,114687
3-ureidopropionate,"Pyrimidine Metabolism, Uracil containing",218849.98,245188,125867.99,187282,450258,434202,271791,430266,255518,147046,305060,532498,213150,360282,157440,190397,199676,633732,312278,,220181,163515,129262,441901,201251,217453.98,181960,222667.98,152674,448547,254379,274046,187563,431173,185803,431303,135163,263176,133658,171425,,211961,160783,131663,,241095,163445,159118,148318,187595,244554,324607,187415,229007,151148,
"5,6-dihydrothymine","Pyrimidine Metabolism, Thymine containing",141904,121381,161135,160630,111894,181947,157661,137700,78611,127946.99,163793,143800,126960,229623,125197,115956,106350,142175,152081,110073,72690,95888,135841,94719,129404.99,108680,145951,85507,168522,85336,,90600,100517,106431,164678,111020,151308,100683,138671,111437,168085,103903,,119828,124807,116892,141510,80320,,,145529,57100,196713,126734,167131,145910
gamma-tocopherol/beta-tocopherol,Tocopherol Metabolism,3313838.25,2698112,813112.06,2536904,1351224,1040902.06,1158054,435643,1789672.88,4081237,1871751.13,3241645.75,1162697,393645,1140472,1581002,2144864,,2484120,1861328,171812,2926377,1880230,461666,1685328,499495.03,977141,1732246.13,4125078,1357219,2119335,106274.01,661723,465757,3742870,2122195,502263.97,1714462,170413,3131319,1205613,3137652,2851826,1795445,1205040,1929504.88,3825823,1046522,281912,100843,1081334,323967,5290467,482377.97,225258.02,2898426
4-vinylphenol sulfate,Benzoate Metabolism,1501081.13,10548631,742837,832280,5876166,3263623,2274795,1323269,887671,6792143,287001,3249364,793736,879491,883651,3672827,3020680,6135836,551973,568649,,1309921,1388945,1120406,17486368,1002177,906284,622757,994075,829299,31453494,662651,4868841,245613,424805,805907,1313174,9472404,,1808363,17890160,6634803,9104799,600083,2969449,1256541.88,337903,420077,14249615,730989,408945,502818,361926,464361,6003669,876526
theobromine,Xanthine Metabolism,128382296,8929132,209075616,89809776,119797552,15647258,7456744.5,658260,3129778,99914432,93422464,33722068,83974696,294440,1969436,64093112,46901472,3903126,2074917,55273752,47106,176221168,45040160,225101776,27944892,6689539,515167264,403123.97,3860357,151633024,30677100,22001466,12023570,,70050376,78801760,8970852,46118400,22816704,115587176,59625352,34210024,34182444,76060824,,8141199,47504672,36640512,66639392,5952364,23601100,2479162,93590216,42010588,98148960,13277821
"2,3-dihydroxyisovalerate",Food Component/Plant,453833.03,174381,181310,362909,209853,277974,185874,303770,205098,184230,134339,235493,212816,182980,300654,91099.01,97236.99,300917,118798,492286,120555.99,89069,206697,72375,169524,260149,391833,147942,,74933,372923,282763,110921.99,122094,146931,377604,191711,108088,73248,132533,170369,271586,77913,198429,66887,104046,103438.99,218586,131313,114475,134060,253431,107973.01,343192,256831,137034
4-allylphenol sulfate,Food Component/Plant,375839,5747166,245597,730955,289124,73246,683838,1992109,603840,900321,,135079,629944,837210,1376540,1922043,1487045,6250468,5989629,131068,131723,259995,713420,52379,1055183,235872,201253,2291007,273406,536787,138634,10115708,375834,1128369,219599,68461,652566,218701,299959,87479,211855,,158569,184057,202359,1435715,187724,424043,58610,1634809,1071625,2212551,650841,140051,1251915,5776709
carboxyethyl-GABA,Glutamate Metabolism,210934,225087,177964,,161423,171579,283957,385398.97,151961,250863.98,193722,168950,226056,207552,274442,,163126,190945,144035,191813,219461,251982,134848,202900,209198,158728,209041,216281,66553,215449,152283,184464,102905,95865,264798,131943,177037,359262,,186169,181897,181465,159589,155852,182665,137974,72529,153641,135244,163114,66936,152519,166629,262932,133818,308084
N-acetyl-1-methylhistidine*,Histidine Metabolism,196856.98,151818,162710,628334,440857.03,668841,133872,131059,141356,,139393,95016,110394,119101.99,596345,275319,163806,233167,209587,146923,92740,,922185.06,135924,340443,141920,513663,136351,184668,256801,149886,126053,139444,658513,281645,84352,335289,267739,135564,,576313,66920,135600,166164,532798,,119545,102770,491157,268717,258815.02,338402,125459,102959,354230,366636
2-aminoadipate,Lysine Metabolism,278288,122503.01,192637,229488,456203,424995,287944,396292,198052,147345,260695,187602,171833,232701,,306621,131862,482201.97,195417,65810,198560,232698,318418,418958,223160,,155724,208835,184235,378990,260938.02,323831,226773,374860,204075,411490,171016,161199,439411,166867,128501.01,64131,202463,199728,208298,154831,304959,181373,608439,192848,192022,309116,151411,359088,300235,258666
phenyllactate (PLA),Phenylalanine and Tyrosine Metabolism,903344,457453,565603,715139,588908,594369,765480,662995,,446980,556443,688657,364547,406745,539665,742525,459575,629742,636234,722540,339981,643554,859711,,462272,322703,485402,561412,399132,430668,513578,565754,549206,539536,501482,940821,492052,501143,356530,631756,744886,567458,467995,692668,444507.03,405841,399613,284192,532213,462984,732889,456616,758793,1066302,654872.06,1344012
2-hydroxyphenylacetate,Phenylalanine and Tyrosine Metabolism,570047,551837,328873,293968,891057,787794,405089,519936,319425,,630881,531257,276565,431650,503258,791625,546927,529938,349095,621880,595473,333955,604395,848023,558368,771130,565362,336481,399496,505393.97,656487,549806,436276,352490,543369,800909,,506623.97,385658,383090,897588,764558,384294,583390,302118,192766,261330,446195,775516,338762,364908,513486,415463,823177,734721,368248
xanthurenate,Tryptophan Metabolism,303437,167871,,200950,407101,170570,140003,86267.99,171338,133112,201817.98,281456,160559,107043,75202,176496,234902,154179,178703.98,62581,107798,57177,256928,273331,129271,97555.99,52706,138591,168632,543168,31843,87968,124644,204729,146428,256991,,106515,337817,60462,104041,,120556,122200,68012,67057,122310,215124,233445,42415,56870,63987,176819,386314.97,,208510
alpha-hydroxyisocaproate,"Leucine, Isoleucine and Valine Metabolism",476612,359039,318254,392234,372370,829459,457803,220184,271977,414268,661009,570453,192399,363943,255835.98,353237,181765,451458,312244,,403671,316479,433175,392323.03,276081,385043,383871.03,423011,455279,410338,353091,,566049,295520,273751,502945,199810,335791,440695,351755,682849,245760,503944,383315,655787,344690,519593.03,167946,355037,96352,567504,362695,368529,496043.03,317897,563015
"glutathione, oxidized (GSSG)",Glutathione Metabolism,255060,332419,195465,182214,67771,249842,323003,223480,120738,185180,613459,311423,80719,577501,461918,175472,,636381.06,249185,550848,102060,396868,353456,181242,341313,,373461,680407,324097,343042,63871,153985,370742,402746,233032.02,189844,78826,390700,372876,458838,455494,271422,303124,255110,344023.97,1103504,308410,425766,87670,130037,673131,528761,428266.97,165454,232520,318460
prolylglycine,Dipeptide,1791724,907494.06,1022712,2210554,1599051,1285442.13,1524706.13,1313753,,1277038,1372029.88,1711424,1340370,987091,2132390,1046839,1173787,942814,1677339,1128130,909755,1575717,1439820,330892,483570,850917,1229119,1536600,3574509,,997070,1020458,1848435,1338460,1597172,841844,1419844,1874482,1208548,1624687.88,1267184,1220084,904826,950755,1439583,1013471,1494008,1539029,1736757,400484.97,1267551,1051146,2012221,1142471,1007339,1612980
tetradecanedioate (C14),"Fatty Acid, Dicarboxylate",350330,861954,228783.02,270742,525510,328138,294832,199371,743119,1090695,591953,211232.98,247291,276855,6168195,484965,211591,399522,64832,50959,403508.97,624375,371777,9547568,175134,394598,505465,302409,247486.98,852122,607475,455595,263474,260677,,140828,508240,,364634.97,269191,545697,102749,292887,402921,693014,458054,224713,162592,443788,175509,346975,210576,114128,,439814,125066
N-palmitoylglycine,Fatty Acid Metabolism(Acyl Glycine),133096,308788,202702,216527,376117,352630,293302,217529,113250.99,272582,330356,221734,172209,291716,172579,242002,201626,172627,162179,181483,164698,279891,248631,263468,224392,201815,280659,188008,267158,224802,259683,84146,223456.98,257604.02,,,186457,243329,217451,270863,329176,154300,215363,296567,258936,248907,216579,169108,172490,90827,293614,142154,128427.99,131381,194967,79208
3-hydroxybutyrylcarnitine (1),Fatty Acid Metabolism(Acyl Carnitine),977643,3730763,2024171.13,1065690,1197788,7428818,1992157,1779180,3624623.25,5570549,3423219,2085946,1531757,3354670,6961074,1497689,345586,5970219,648639,,17300032,2619944,2058897,14190399,726360,5364467,3636403,644034,3012793,9611949,1272632,1212845,510813,522995.03,1581299,1213190,5021818,,17464780,,4742424,,1341919,539069,7533097,7055064,1183915,444773,924596,425930.97,574899,737145,2308238,,1047762,
1-linoleoyl-GPG (18:2)*,Lysolipid,329259,355301,264677,205011,324898,142939,206039,207913,71028,246330.98,178346,246695,158912,300281,169946,202246,278905,65607,106686,180599,,376576,159024,155424,352821,137723,207417,315096,268450,107248,442712,130520,113138,168688,236739.02,325684,,342818,,297472,107345,374500,203971,341386,215037,228671,209813,123880,161102,,117984,171496,304666,468929.03,,377654
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",Steroid,303065,52224,100502,143103,257065,343298,138478,98679.99,,69893,216698,176140,191952.02,382999,127083,264861,180557,58581,105929,335886,162802,281483,346496,,60106,510120,102094,359678,584297,59621,253408,106683,641837,126939.99,105182.01,268688,107307,74019,236609,159485,307505,78824,63191,303810,145993,315756,588875,,166747,,828994,95110.01,163917,297206,296967,
"4-androsten-3alpha,17alpha-diol monosulfate (3)",Steroid,1839531.88,340332.03,617687,1181819,1735648,2499109,457684,,175044,870134,2632433.75,2641835,1190501,1178388,396917,964478.94,853155.94,679538,1087014,2664720,1431794.13,819574,3033523,489891,1107261,1881706.13,1179919,2022319.88,2710025,296840,1115564,1662753,1762479,450981,,2202353,596862.94,1294733,1527511,885802,2356100,402290,1137914,2300641,1129841,1783192,2304915,275351,804544,578016,3840382,434600,273426,2441621.25,1384262,1505817.88
"5alpha-androstan-3beta,17beta-diol disulfate",Steroid,2024454.13,63657,349911,949805,2286614,2899502.25,238683,151229,,177718,2561727,2336122,765383,697316.94,79523,223372,294114,625563,914428,1248268,628485,368001.03,6581760,89061,345323,4904099,196002,1217663,3257994,64941,698668.06,442714.03,2155693,40685,,4824098,108671,1272691,1219928,349691,4716324,85794,361128,4439252,110054.99,807134,1878567,,329771,76875,2923207.25,27800,,4992766,234482,1426857
glycochenodeoxycholate glucuronide (1),Primary Bile Acid Metabolism,2703200,456312,149234,131745,272366,337096,219562,321532,168448,321581,97692,86480,140760,71902,315492,,2688917,223508,139977,1037884,527252,458934,906476,102032,,706871,745745,258778,716371,282094,4778365,482268.03,507876.03,349710,179012,411058,211416,651214,877693,509643.03,730310,226774,217094,701559,1596830,177348,872798,599052,1958766.88,,1054817,464730,219047,606151,257279,531921
taurolithocholate 3-sulfate,Secondary Bile Acid Metabolism,1096207,5410292,981103,1898020,613198,2167354,754522,1206099,1342029,777844,1125836,2199921,1168158,1511366,2806683,182977,,15910839,5091025,262660,745779,183839,553310,3475830,231041.02,4051844,161816,,176856,2903528,3261335,374428,1067071,924679,147132,1202272,1020467.94,963437,4903640,,714067,505431,1259265,858152,426898,177730,239526,1197675,661044,,538903,620347,498112.03,263204,,
hyocholate,Secondary Bile Acid Metabolism,539803,213348,227500,223465,134359,211324,463849,830613,,216856,379730,564323,244256,290621,247938,103565,279678,129279,130516,627957,,185942,55089,193805,84319,152291,643289,422976,141666,1157131,273324,211552,105798,253611.02,570763,258894,230399,586179,1354277,621836,51520,902040,209633,89174,1637752,263840,113843,757708,793389,49115,428739,268513,628589,862940,831303,1083874
4-ethylphenyl sulfate,Benzoate Metabolism,923569,675816,192710,519998.03,305323,231201,269371,28574094,29306,251181.02,176542,387042,229891,90081,2348026,468497,63797,378487,987033,688771,,71124,4278228,497977,125740,207552,1120683,17683,63455,138235,4254497,114610,263482,,9983104,170195,67310,145907,24563,36793,456556.03,37752,258198,1182506,70667,,196263,75635,11081592,,77798,,8603303,,,106953
4-hydroxychlorothalonil,Chemical,1027154,1080298,601345,422661,680844,763085,3893525,3147216,1829120,3057395,1502247,1330386,477110,646216,988602,995519,550269,1407977,1630371,469571,,,796280,1618287,1049617,1071799,7179810,1322776,1000115,1203833,482858,995251,1239071,1043654,820443,1027813,870766,914362,,,1205317,681319,1369246,1282612,5685467,1386030,634876,561745,262782,609080,1728617,1164865,524047.03,1164499,1011470,627648
N-acetylserine,"Glycine, Serine and Threonine Metabolism",425347,684601,,660335,1043348,724546,526895,577232,528383,422907,928843,480498,348302,,742303,539449,510754,337662,422426,268175,735174,696668,621724,449449,717217,397551,1090501,769080,,508778,435431,630737,535542,472369,1025710,420107,456887,704947,580424,287274,392515,528802,406166,578532,539406,342686,419695,419783,701131,534553,414088,221380,570730,409085,422767,514903
"glutamate, gamma-methyl ester",Glutamate Metabolism,701875,785441,474791,545788,,366602,675553,621139,176333,548783,779322.06,391170,321533,442059,314522.97,595540,710711,1020947,468349,731726,742911,606022.94,,480218.97,562756,611343,516962,684271,695691,291973,565153,618452.06,604456,,640918,632305,591154,443052,481112,774368,942899,425975,,768158,455660,874798,590111,360757,268804,449596,962844,222000,522671.97,237963.98,,635313
hydantoin-5-propionic acid,Histidine Metabolism,113853,70989,39012,62237,114605,138913,108779,110515,42355,64472,106433,89603,61277,134359,158240,58965,41893,108816,129734,38271,69442,,106259,123744,,34146,50442,43144,37786,277054,56703,43240,75361,80166,42047,84422,68090,,94601,,79427,51462,59448,,38927,73862,72409,97791,161212.02,42927,92236,58172,57031,,52235,39605
N-alpha-acetylornithine,Urea cycle; Arginine and Proline Metabolism,285466,380578,468220,230029,502087,226112.98,538717,522596,403410,,524743,668878,532326,268143,,269487,513141.03,687695,399194,354665,407064,368193,,86512,298961,547007,321193,429925,206828,433834,473362,682200,320708,139631,429947.97,349552,184025,272730,691686,729278,137385,619430,191072,396811,290993,245096.98,224478.02,1010009,702824,500952,503352,322860,506912,375070,476118,191946
palmitoylcarnitine (C16),Fatty Acid Metabolism(Acyl Carnitine),654229,836703,564523,1063350,587957,484927,,359861,312470,885219,601345,564956,503278,321785,868317,282332,321747,315920,576085,352331,662255,412248,835008,347627,210228,348196,1288076,676167,902551,904576,,437709,862386,342880,406494,,447490,475594,862364,233366,628461,155812,204049,362793,689918,1022051.06,723674,422905,277592,264997,505549,284755,911249,,353536,312727
pimeloylcarnitine/3-methyladipoylcarnitine,Fatty Acid Metabolism(Acyl Carnitine),469744,,476680,293891,274539,324822,538818,371992,312342,427135,233339,193411,80638,924976,634327,276893,156672,533359,270593,,1156044,359176,277663,353520,213931,329484,346316,363327,,389253,973733,1312682,183506,417214,398597,188524,300480,294520,979492,146695,207061,258000,341311,122901,219121,305728,,131568,351294,82983,119465,476999,307698,,207850,275850
2-hydroxyoctanoate,"Fatty Acid, Monohydroxy",882774,489293,539677,738845,421355,345308,439631,375099,,550289,616705,995377.94,504181.03,472762,365265,237092,239732,467611,,531601,335077,1159878,429388,437157,579335,,621746,647876,323487,599095,759348,670652,389122,198518,826593,619615,242445,869568,184275,1374946,268369,672670,1429617,,433727,317712,,352125,,189638,489486,267861,569533,,766670,779301
3-hydroxyoctanoate,"Fatty Acid, Monohydroxy",280317,763511,658284,401465,619125,587906,399476,660742,536510,1762423,1082316,709568,428518,765993,1387637,827617,,1653467,264612,266379,507681,626473,273073,5613747,,475005,826890,299366,280490,1321478,405498,543036,427806,,799944,380071,387129,423416,785023,298327,166609,295139,496074,,540740,795400,332361,222439,292892,,264742,326843,606532,,515576,
1-linoleoylglycerol (18:2),Monoacylglycerol,2746930,2219210,3969441,6091552,12330529,6275339,,6178977,2430478,3801862,1738637,6058571,8723428,2422633,12349306,3477471,8777014,,5747632,6903579,1574119,4946122,11980074,4654481,6651226,7103467,4701944,10875793,4651373,3760549,3631009,5906122,6504731.5,4033819.75,12432152,6908647,,13015966,,13165255,7475240,18412736,6149785,5147418,2909205,3406587,5204020,2580970,8451013,4038107.75,3740249,8887701,3962450,4554030,5975074,7033907
sphinganine-1-phosphate,Sphingolipid Metabolism,318967,973211,287709,838793,365457,174930,304419,354629,,567038,315781,337119,328394,,466845.03,194131,359220,475120.03,522605,561512,506759,324517,781667,293506,335081,94796,896025.06,919179,531445,689373,265607,257400,610314,481610.03,322305,,361233,552521,892400,329923,544073,334801,517156,220573,508368,1136411,574313,604425,444362,206625,492366.03,356657,713791,,568894,565553
"4-androsten-3beta,17beta-diol monosulfate (1)",Steroid,3395069,201771,331041,546217,1928805.88,1704787,377706,472344,,196633,1859307.88,2195768,1207684,1209790,111903.01,379640,614542,541793,740061,1077681,1312187,392037,4413510,,273790,1100429,586028,4099863.25,2867156,115154,763283,1975451.88,1733553,94841,152721,1744831,,694273,908768.94,328906,3974105,,736759,1609125,576514,3444697,2795346,85549,818762,771665,3166026,338636,,2464274,1020960,438542
3-methoxycatechol sulfate (1),Benzoate Metabolism,372099,282952,618993,413745,2906555,548588,464156,215862,72840,306209,78454,169683,81997,290433,72329,304422,311637,59133,,464076,39296,219294,491029,,181921,,192343,96399,219075,69112,126598,308175,35298,55457,23283,115127,92029,260058,41541,294297,89382,151923,210093,253286.98,413551,197238,43319,79888,302783,372374,253222,230319,873092,198390,329889,107552
ectoine,Chemical,673996,1412854,484658,1053658,343373,1754186,654772,499709.97,343102,499865,3119230,620672,229617,454846,1199589,319890,322730,1240782,1899031,458663,,260844,333579,,481956,276655,572267,456026,519184,387004,468610,873117,,356178,1801270,447297,393312,1032462,,330308,154887,223276,456718,203098,,250021,209958,432850,560742,9305819,1748042,195270,1847617,197128,,2658107
heptanoate (7:0),Medium Chain Fatty Acid,527441,524525,577736,3077588,,489008,361238,435017,340962,524154,344737,737313,313459,313146,974710,440327,,722120,307313,,789085,2935454,2859518,3078529,2900048,734431,3252983,3251566,398238,334447,562130,480663,3369710,3095191,3011672,,3706536,3864935,315217,558331,333408,601112,254458,615044,556424,1686634,440349,436470,392477,,1438907,415993,366369,316929,405175,359901
1-(1-enyl-palmitoyl)-GPE (P-16:0)*,Lysoplasmalogen,490440,1141045,409811,942593,794396,567382,276398,462876,,802830,628092,414183,769007.94,717540,758402,198794,511179.03,481830,603062,773905,794057,335807,1145106,,581601,,1236057,1538505,893799.06,698826,,704908,1203105,2136973,735624,488552,571117,982355,1030370,747473,825056.94,559313,665527,,542549,1452636,820804.06,793283,498487,371462,1167309,801451.94,1030380,592308,707022,726162
glycosyl-N-stearoyl-sphingosine,Sphingolipid Metabolism,443062,521709,831511,943876.06,373292,420682,275670,377146,278714,451063,370026,374717,295976,,502478,437699,364347,364969,392098,501593.97,558610,530802,652859,562074,,209679,685376,433167,557966,572160,,398547,571058,263319,401631,,466685.03,342507,772757,359972,420115,414165,426298,428405,453975,622029,542795,333041,320463,172088,606525,,612501,,299499,463505.97
N-acetyl-beta-alanine,"Pyrimidine Metabolism, Uracil containing",227277,187774,185393,389745,250741,303506,221397,379113,211959,,278803,393878,345239,328973,216450,,233440,315729,241450,116234,240280,332401,,314772,239197,285115,318989,413000,207015,204609,236925,337580,,200571,157595,122258,158463,317339,298047,,126789,276328.97,358733,115394,476630,,284147,139249,283575,308155,267836,204129,386074,393425,427316,209331
tartarate,Food Component/Plant,353669,450990,547435,709754,477515,638555,592744,,,374793,584607,462803,,656379,344421,798625,527962,488657,442748,263273,906689,824186,588471,358026.97,1063703,,589382,493356,440413,483185,645021,745503,395576,534696,617759,613583,822596,699137,480121.97,592700,283806,,1084602,794963,182186,369584,467162,379894,,620746,548900,619087,,609891,560189,597604
N-methylpipecolate,Chemical,181034,403329,1119613,941659,,267524,,314968,741057,129958,120430,187104,656174,608539,874927,,,948970,361631.03,172535,732155,274155,204302,510123,331723,163866.02,244480,1016908,112638,353396,236298,185985,465750.97,796515.06,179740,111977,738529.94,224052,701196,,125098,314717,,,393990,421656,174475.98,,296731,460328,417336,402466,156632,73886,1175053,
cysteine sulfinic acid,"Methionine, Cysteine, SAM and Taurine Metabolism",35307,,46070,61186,62545,65190,92959,33423,37789,92436,44973,30591,68990,38769,74067,159750,68522,63776,60179,,,61240,75304,117473,76931,47863,,78869,71622,48129,57807,41665,55275,64091,147181,,168456,39065,,34966,126514.01,,,38467,,84429,,,,87731,74943,,74973,73382,47886,
acetoacetate,Ketone Bodies,435218,2208375,246168,,,2548516,317253,1238853,6677295,3498650.75,1685516,978973,1410871,974252.06,3424202,158383,637783,2678413,398664.03,,19521572,510720,814885,27063004,426413.03,1575735.13,2787823,221654,1440477,14287903,708665,,298015,,656120,436088.97,8325883,187065,5217624,545445,1473407,588328,554447,195822.98,4711422,772339,775822.06,372848,994698,209825,356154,392032,,,566679,
glycohyocholate,Secondary Bile Acid Metabolism,151139,284213,309676,162485,,92138.99,931440,710190,625755,833593,236439,105537,78468,128697,125726,122149,58644,310971,274903,69185,304513,148406,58309,127459,,118146,379863,23179,,297978,,84168,66258,,165414.02,286934,157406,277380,259429,99143,99767,238312.02,242484,,1012116,54309,,208206,,110600,106410,147959,555304,,122355,57105
uracil,"Pyrimidine Metabolism, Uracil containing",176915,133224,137499,164300,150600,149171,172221,208489,158597.02,170685,186726,93680,125637,132232,,218299,143264,217905,192366,152398.02,135773,99711,,167808.02,137857,,,144042,123787,267889,163445.98,,252355,356198,119172,136189,155025,249836,125875.01,72861,111014,233767,116269,86910,120821,155245,202937,98437,190648,100506,143991,243464,139821,150743.98,146309,65298
"bilirubin (E,Z or Z,E)*",Hemoglobin and Porphyrin Metabolism,218722,410321,403786,906660,220947,615221,84816,185453,246803,267059,950046,398548,280149,300501,276425,,664698,,242725,492507,316274,268157,306517,433326,,334723,192689,216088,259825,199337,,209054,261303,173561,251680,,373810,220596,542986,,357202,227572,,166968,272045,336468,315877,192149,147086,227373,504066,77849,401251,163005,312979,317129
S-allylcysteine,Food Component/Plant,1924309,1405147,1500835,5630441,1593575,3363796,2403578,4205380,362495,1614206,143837,4513560,211381,96091,97192,79783,435145,1690925,1853733,33862076,,550439,1251642,40800,,2733537,,3591401,2677980.25,1124228,,1532875.88,2358410,409839,1174312,333787,,525342,122666.01,506774,383894,,387729,541449,,234301,1417833,2222031,,630787.94,5958458,555908,1656502,22519218,,773665
succinimide,Chemical,,206997,251566.98,331950,,243140,148932,149592,199192,147203,243419,205356,133859,,116562,224604,273105,99952,180595,161230,130069,130701,142234,139044,,182878.98,100488,199592,200724,149131,,153325,184825,150841,173921,138272,220954.02,138090,164399.98,132358,138064,193291.98,100313,,167861,157695,200872,,,162645,242587,,146963,118264,121435,126971
p-cresol-glucuronide*,Phenylalanine and Tyrosine Metabolism,,644818,49073,193592.02,69265,244151,379052,686541,328330,,1225371,127633,437060,275720,895547,,732854.06,298067,353131,289419,135614,202321,231871,1709244.88,397167,417781,238952.02,,70692,914918,,43681,165531,567320,211715,43777,,768719,334048,312410,327236,540498,371436.97,687213,78157.01,68987,457338,473008,387647,79913,152719,153525,270903,,410783,
1-arachidonoyl-GPA (20:4),Lysolipid,282886,122491,,330924,295308,297655,170405,257156,,,185842,260290,,340164,443638,265291,406556,310197,216403.98,257300,149048,,423094,338232,305380,207322,391197,599005,388516,83819,219532,205147,452762,315087.97,478006,282001,,404997,264110,203510,176223,240543,428572.03,641046,274408,183254.98,319249,314383,199494,234970.02,320194,532510,260293,424341.97,215132.02,224428
glycerophosphoglycerol,Glycerolipid Metabolism,239811,207968,106837,127824,77902,,201651,137207,,191071,125034,163942,130819,74370,243159,,124255,62130,172679,129047.99,137122,104615,173014,,149428,,222985,444943,154160,196750,128490,83842,289489,129759,240152,,102449,169015,129603,105524,91843,137420,71595,122774,167618,237546,172195,273274,79451,,105207,140497,250609,116626,,172607
cytidine,"Pyrimidine Metabolism, Cytidine containing",56297,61061,93071,157484,103442,82793,,43139,,23025,102289,68280,,46880,85037,71895,44543,67106,167255,73018,311486,73876,140106,86349,260010,113072,96939,203309,142570,83254,,,109681,89386,140679,,109936,53612,48146,59803,142132,52625,158429,138918,54063,48695,103106.01,30968,,,119213.01,89984,67431,46071,45308,53473
pyridoxal,Vitamin B6 Metabolism,1229733,1795632,1336753,,3048831.75,1631518,4043118,3279675,446918,,1373500,1658850,1618299,1412179,2265587,1523089,1400539,1126563,1197447,1265124,3537432,,,1115905,1390876,2197400,8581747,1576259,,1619245,,1412843,1336633,1675124,1728515,1039416,3563562.75,2456332,3897650,,926798,,1192919,,5763428.5,1216919,1086102,337820,1052626,367738,,1663402,1408564,1063642,2001747.13,1438352
3-hydroxyhippurate,Benzoate Metabolism,192476,413695,297125,427795,614039,198224,269731,599103,,169038,,215969,79959,276207,77934,,652358,197307,236724,222816,67807,277311,119148,44620,1704917,,1116762,18609,133452,172890,,2370409,,690825,522385,60190,217505.98,199025,,373713,473514,270850,692403,254006,150774,640966,364275,145167,246208,1972454,434436,1594193,593443,50072,1294164,
methyl indole-3-acetate,Food Component/Plant,370180,204653,214644,228157.02,557230,559902,,320593,276533,,429548,695584,319840,,434799,,378219,,207429.02,,284540,525045,869851.94,589300,285433,316903,298521,504704,418553.03,632706,456969,152703,378064,290834,272336,207771,218158,262342,395992,662617.94,380773,385081,260487,295775,249223,555159,401115,221304,374804,258731,227354.98,,275391,301138,,216428
4-guanidinobutanoate,Guanidino and Acetamido Metabolism,1299546,701439,523673,,736158,1573060,1231789,1377850,429354,,798248,1893141.88,596643,566260,722540,480752,679677,732366,461727,1359439,306335,,,632308,1537281,530248,1156102,8611836,,601134,,425946,852127,,1226203,445914.97,473718.97,1380806,470476,,412968.97,,573650,897341,933361,425653,246515,923433,1650017,320673,,464440,995347,1622031.88,609750,1285967
