BIOCHEMICAL,SUB_PATHWAY,B141,B143,B145,B147,B149,B151,B153,B155,B157,B159,B161,B163,B165,B167,B171,B173,B175,B177,B179,B181,B101.0,B103.0,B105.0,B107.0,B109.0,B111.0,B113.0,B115.0,B117.0,B119.0,B121.0,B123.0,B127.0,B131.0,B133.0,B135.0,B137.0,B139.0,B101,B103,B105,B107,B109,B111,B113,B115,B117,B119,B121,B123,B127,B131,B133,B135,B137,B139
pristanate,"Fatty Acid, Branched",157002,128378,106128,283949,248463.0156,394421,316937,373812,,,494272,327249,,268144,261439,250167,493488,133713,301979,,602869,,187002,417072,666635,1674013.875,,297637,1028090,297746,,357285,189868.0156,1003462,162785,220149,,133045,971270,133616,42790,695499,,238779,,57408,708640,141787,,,284291,472593,,550179,,
dimethylmalonic acid,"Fatty Acid, Dicarboxylate",764117,530565,147935,194840,127495.0078,506721,,602226,394163,,318962,220947,408409,323855,658691,,381286,189413,414854.0313,429388,733915,238195,231177.0156,472287,572842,466019.9688,156887,,213853,263263,687608,,285796,210524,,243566,461404,278960,,190175,301984,261550,803156,407046,,270693,345371,1490734,724498.9375,267817,295720,651094,365768,220831,,476648
3-methylglutarate/2-methylglutarate,"Fatty Acid, Dicarboxylate",2082292,5212780,5622214,5168050,1337890,1965619,4631533,4789161,1303577,1753747,4833552.5,5119010,7408334,7255647,5968684,1395480,9433657,4932517,3686608,3333428,1215736,533509,1313042,9133967,9778093,6284575,3787168,711623,8195818,17482484,5378943,1429167,7310274,6417344,5108348,3177890,2249251,12646057,3967765,2525365,5679430,8355387,15882616,4492053,2346726,6055467,9185475,6534151,11143228,673557.9375,5495085,11162264,5365047,2434224,1613664,4185476
2-hydroxyglutarate,"Fatty Acid, Dicarboxylate",98729728,86433432,95197720,18625892,69874808,53674252,166974592,147362000,52187268,223780096,57697588,124649472,66776648,108577696,117779328,191453584,65156828,94139792,79616904,201634928,133620888,40223516,269362976,59500584,28121274,4478626,65091992,49404708,49538116,79443432,244957232,791934400,18976808,69794704,44129336,132117608,207311696,120019128,92818640,32106368,165989552,102277352,64509784,98549160,180542256,95391312,6341294.5,79178544,41104192,181995328,27222776,56984104,84912064,148694064,208410496,63193244
adipate,"Fatty Acid, Dicarboxylate",1548578,18262936,9839301,5961392,4822466,3546470,5311961,1270669,4102468,12391013,5621732,5591999,7627808,3927385,12344731,8336465,42271488,11853039,7803152.5,12446820,856025,16086039,6030829,9982436,12046947,8254037,2112959,1077156,13805529,12662109,10450119,172604128,3901911.25,3931412,11691579,3726452.25,12033570,13368707,9162684,6858719,11833730,16664823,18535960,6796952,6533556,7465218,14555997,16275892,12568180,12645355,12947701,16834724,16582259,12163448,1487644,11177383
3-carboxyadipate,"Fatty Acid, Dicarboxylate",5477916,4926788,3347471,8942404,2437920,3238264,7896699,2719399,6818378,5061846,6622469,20883232,19087164,6984564,9181096,4182895,22698170,13218828,7070907,18955554,10029771,7981832,997094,6520740,14874438,7592514,16573536,790580,13086503,12649169,12126171,8574085,10450428,74785768,23008624,1381459.125,16291359,26650396,106712648,5909352.5,1267269,9221482,25586132,4805250,51675192,2960800,26735496,33242124,10828623,4410273,11994605,120646208,13998284,4816138,18713590,10625362
2-hydroxyadipate,"Fatty Acid, Dicarboxylate",14570213,3336823,2934236,446223,4323434,2432418,4306574,4887511,14662488,11429947,1869785,1561061,1404816,13185676,4476664,3275646,18827860,4481341,2941967,11053140,19862150,9180682,7665808,2501327,9086601,1399321,742119,7413385,7213643,8385865,8500499,63123044,2431218,4219686,2515155,3498271,27478850,6237246,3768377,11291493,6866067,1635673,4255751,6894188,3849703,7007236,2958777,2237091,1692726,2560533,909735,1672869,703565,2644985,98153096,2978446
3-methyladipate,"Fatty Acid, Dicarboxylate",367009,17111262,10336510,,138792,,304917.3125,471289,724552,,410915.3125,9183038,13379980,1064950,1070288,197442.7031,442976,338554.1875,14305108,834164.125,86130.7969,504912.6875,277139.3125,581629.3125,955173,17643730,198626,,628294,15509991,419017.4063,204491.2031,14339632,536057.1875,244527.7969,296731.6875,,309112.0938,469198.8125,,307545.8125,4570843.5,18738722,1272165,210958.2969,2748204,336187.9063,25038582,685211.125,,522186.4063,890940,27806524,309081.0938,,765815.125
pimelate (heptanedioate),"Fatty Acid, Dicarboxylate",1876719,3939872,1385098.25,1539110,789086.9375,3200923,6214710,1511288,1774584,3097701,4724409,12648247,4278402,2126004,7595722.5,1999442.75,2230241,2084120.75,2476977,3834731.25,748423.875,4558601.5,918523.3125,7019279.5,2297870,3906714.5,2068854,,1884065,12036611,4599133.5,3269805.75,10597285,8171096,1931669.625,1449547,1931156,4179080.5,2321837.75,4324706,1227170.5,4323044.5,3293276,5026525,2662651.5,1937305,1817322.75,5615608,3068086.25,1052820,2379132,5359053,5184194,2360889.25,3167406,3010599.25
suberate (octanedioate),"Fatty Acid, Dicarboxylate",2288133,5105909.5,1798867,1990395,1590569,3482719,7289974,1706806,1322163,1533007,3310237,4768268,3921295.25,1800266.875,5339109,4116751,3314466,2415034,3535252,4230055,1573427.125,2738212,1158796,4919373,2827442,5569964,2751006,1248919,1873573,5175617,2223568,3342508,3814500,6317017,3031161,2413544,1945203,4633087,3342390,1506810,1942982,3650529,3352538.25,4082502,2353670,2204435,1916672,5493782,4237250,2068952,1965474,3654056.25,3137284,2459054,2483620,2554673
azelate (nonanedioate; C9),"Fatty Acid, Dicarboxylate",3754201,17471940,2653674,4268706,2221636,5454456,16569925,3498380,2342807,2124374,16298516,11144072,12712008,3391562,25546480,2302939,7600747,13098093,8357403,6356208,500827,2958873.25,1870252,23642234,3259267,7139082,2708368,607874,4494594,18012276,18052598,4144423,9613120,9566095,4289644,3761976,2216868,8797824,2721334,2913392,3606633,12775232,10190233,18515920,6298199,5717593.5,3045981,17684180,6159345,1736890,5293036,9721736,13546734,8095522,4309684,6209760
sebacate (decanedioate),"Fatty Acid, Dicarboxylate",1397456,4811469,1862469.875,2659551,906005.9375,1804324,3054935,1063628,555785,939651,3718359.25,2102288,1848096,1616425,7201053,1636259,938061,2346507,620649,1788925,820717,1347717,607144,4294773,1610616,3688101,1066729,587394,1066876,5204604,3560923,1549020,2690798,3165508,2230970,2259549,1116654,3189957,2033598,1808945.125,909742.9375,4053644.75,2474712,5486906,1123104,1838586,1051373,5751463,1473459,716832,1268086,2196300,2213909,1729049,2388603,2307213
undecanedioate,"Fatty Acid, Dicarboxylate",941514,1236611,910315,562590,481470,759999,1810523,931063,417008,431616,1728452,1021438,798729,1230538,1821105,890484,992050,1061602,325466,1525816,1186210,538079,414454,1941460,623838,886848,214596,215706,852606,3020847,2705717,780524,1217991,1216279,929576,1017209,979739,1937845,1269513,1070789,571844,1917042,1065140,1893110,341346,1247862,1227403,1885021,849489,679804,1372716,1329764,722026,1259193,1564428,1972326
dodecanedioate (C12),"Fatty Acid, Dicarboxylate",323820,1132562,413549,171161,104540,163432,639604,393396,233970,389742,1709664,1845764,608934,563422,1694412,605038,177346,373530,180326,385266,959346,217556,207550,2629253,265671,662687,154230,218386,220830,12268912,2817641,360846,618567,1314835,260755.0156,565980,304546,175788,1289142,413048,258081,1065873,327632,934345,397809,615134,433739,1479686,427809,391583,775874,490111,910821.0625,645561,463381,696111
hexadecanedioate (C16),"Fatty Acid, Dicarboxylate",318145,451659.0313,383004,418406,625476,491424,472155,393618,443674.9688,312749,298202,483138.0313,302942,750618,306584,248697.0156,626582,494713.0313,498109.0313,754311,248506.0156,1102149,362053,955630,344195,419164,276723,285055,275472,389824,201416,304791,426057,605952,320328,722344,220745,241651.0156,962420,157466,428574,630245,285587,568076,602202,416834,299915,432891,667554,562348,613870,1516259,232010,473283,264756,617941
octadecanedioate (C18),"Fatty Acid, Dicarboxylate",534816,1122672,900382,905604,625598,2579786,1881906,173097,,,1037647,2078406,1459561,4722043,792304,310874,372261,839428,838233,694926,239443,,,4731985,1358097,2362078,228308,270937,,910803,809546.9375,262940,961935,1377935,210358.0156,573476,238436,633254,1685446,183640.9844,903094,3568016,1570745,2800397,883398,,1120569,2425644,1773428,332947,2146341,4634335,1168420,1885738,141449,2024939.125
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (CMPF),"Fatty Acid, Dicarboxylate",,,,,,,,192751,,,,,,,,,80664,,,,391413,,90357,,,,,,,348644,,667986,,80585,,,,,533924,,,,,,,,,99313,,,,,,,,
2-aminoheptanoate,"Fatty Acid, Amino",,246148,,151621,238688,,338291,,,,111322,151819,,697308,287655,83031,333358,249344,169899,,816141,,,117863,222614,12108799,,,135854,280413,,297553,5958642,167542,,,,,74287,,1455075,112438,1816374,880198,235540,195780,115725,,257779.0156,,1303214,776803,240225,243290,1486215,363061
malonate,Fatty Acid Synthesis,17765518,12520155,7236747,4913565,17330892,7326876,18430324,72653592,175354032,221733536,10125149,8382098,7237794,11510404,7958587,8590411,18651708,9464173,7009908,10154654,22733816,14341474,121667368,8124308.5,9771289,9304000,5369306.5,98259968,5350615,22384752,33392268,34035576,14162779,33925904,5953906,11306040,10520094,8625613,16704626,20632128,28040720,7753592,7403620,7660353.5,11136686,21166004,7190365,8607133,11062292,8622158,10544511,7793070,6537595,10240415,10916201,7941562.5
butyrylglycine (C4),Fatty Acid Metabolism (also BCAA Metabolism),146418,,171744,,,,171471,173965,,,,91819,,290789,247609.9844,190716,,,163111,,,,662088,169545,,157887,,524332,174052,129459,248098,280902,,,,257087,,119063,,,568407,165249,312844,498260.9688,905753,,56501,,,,,357360,,213196,,
propionylglycine (C3),Fatty Acid Metabolism (also BCAA Metabolism),186331,,439844,,,138484,177398,461610,88468,,,,,404880,515494,,,,422777.9688,,427071,105848,2471140.25,186367,187005,218938,132283,818869,373388,,802379,256721.0156,,325196,55554,489263,,127717,190420,,950131,390468,560285,897728,1222093,353078,,,,,,296678,,422210.9688,168344,72572
acetylcarnitine (C2),Fatty Acid Metabolism(Acyl Carnitine),460760,1218805,394064.9688,309304,349211,1300756,661520,292081,788326.0625,636479,1165445,577087,1550487,268208,1379666,460410.9688,876044,620348,1047117.938,643919,127187992,794252,408263.0313,1075844,561135,1194803,98809,1797947.125,567106,1336953,2402303,3328087,919763,870471.9375,1036241,472433.9688,322996,635221,109693648,1023198,194658.9844,744547,854321.0625,1037069,170029,416037.9688,338988,1373728,1542555,607700,551708,858506,967981,770561,381782,1741666
palmitoylcarnitine (C16),Fatty Acid Metabolism(Acyl Carnitine),2176881,,200553,,125829,,,494879.9688,5015044,,,,,,65801,,1113668,118815,,,5596737,283994,3271942,137545,,154449,504138,60196772,12020263,,701256,,,,,188027,87162,777997,,,1317858,,,,,288177,3510481,,,8529953,74808,63963,,,,
palmitoleoylcarnitine*,Fatty Acid Metabolism(Acyl Carnitine),654378.0625,,56710,,,,,73564,117154,,,,,,,,50969,,,294121,301756,82507,193067,,,,,21104044,895690,,179837,,,,47229,,,110586,,,488289,,,,,513006,,,,576177,,,,,,
stearoylcarnitine (C18),Fatty Acid Metabolism(Acyl Carnitine),4208753,717795,1489521.125,652191,1709135,3104811,625186,903860,4951695,1640211,1245319,708603,294516,1045408,467468,1441860,5549294.5,1622561.875,234391,462282,20228474,1887207,3521519,2621829,321631,1612758.125,6982026,13271197,8063854,619913,1023208,1520239,,3231769,3951613,2052600,298467,1839115,3037752,346534,2568178,881283,181148,2082206,333712,1019892,12123622,384609.0313,207918,3539131,128499.0078,348327,362838,3451440,118925,2990939
linoleoylcarnitine*,Fatty Acid Metabolism(Acyl Carnitine),579745,72452,184798,,153159,194632,,258312.9844,341450,81421,,,169142,,144878,186351,401572,,222557.0156,215642,272491,181123,389688,,126227,78749,,15580330,2613795,113316,257281,,,154272,175864,156276,,144729,,184563,606258,97409,90666,64437.9961,,275578,533092,,,1635023.125,,181851,,86413,,
oleoylcarnitine (C18),Fatty Acid Metabolism(Acyl Carnitine),2465327,169789.9844,317482,,179914,211577,,996262,2254782,,,,,,,230504.0156,1986721,390425,,189926,6407464,,1555538,487967,,,862514,45835640,14234167,195030,1380160,426684,,,1291417,,157934,627040,188695,,1498114,68847,,101121,,867340,2889442,,,5632538,,,,238548,,155037
deoxycarnitine,Carnitine Metabolism,134285184,73836912,134418592,30456106,76303144,33125368,295474368,338030304,290824512,442154112,44249168,234573536,175113936,246400304,148635712,68178440,2647300096,33749124,19753406,176345664,6760624640,72417624,151851952,137786576,163841120,76628528,432751168,493493760,460374464,124645432,557923392,8483582464,146364864,144953552,267278096,647517504,299594784,244259968,565482496,237586304,308449568,67204880,99436416,145417264,412065152,331506368,1138593792,107405368,95607688,6454169600,78038440,352845440,89595752,1186488576,418373472,147317088
carnitine,Carnitine Metabolism,7587006,4418763,12499036,3314620.25,3162523,6642732,12153320,8388351,2076071.875,5450402,4903600,11614328,3625323,6729000.5,7391438,11706449,71644840,2667827,3330747,6868363,141186528,7283837,11685023,9079263,5582142,5645268,18197852,18336124,14870332,13213870,105334024,171639168,6256562,14453579,5433189,35700520,4112879.25,15183357,42226432,68972648,30658862,6573004,13782557,5906498,34539080,62055872,3833005,5635339,2835572,203355008,3987790,73056440,6552476,9394536,4420156,16915880
3-hydroxybutyrate (BHBA),Ketone Bodies,1140073,803631.0625,1308928,821048,459594,962256,973304,776177,4012492.75,2774984,1674259,2388839,2600898,3024147,1539805.875,610705,1443675,2530760,686464,2513275,1968285,693134,712421,815268,1002356.938,1566635.125,657405,3385900,1333411,703431,677282,2526435,4727119,854584.0625,,3625891.75,2191966,1376608,1160317,288614,1803644,734963,382704,2636915,986840,2061025.125,2237802,662610,1293654,4754575,1587374,5660840,675199,4057273,499291,3000512
4-hydroxybutyrate (GHB),"Fatty Acid, Monohydroxy",,,,,,,,159188,,362390,,,,,,,,,,368180,,,,,,,,3405880,163922,,,711341,,,,,,,,,,,216336,,,,,,,,,,,,,
2-hydroxydecanoate,"Fatty Acid, Monohydroxy",721713,721883,232728,250592,602418,480877,402152,350425,263279,367573,316353,316924,445843,420199,190392,300116,636557,575884,322430,393330,515235,220989,560606,682452,293164,666553,232932.9844,183135,339020,192910,1958184.125,1043178,350201,369195,551778,600428,460998,515128,383999,811059,552263,421315,450569,731837,178779,360074,356897,373194,468539.0313,470773,230026,329875,229589.0156,856181,896656.9375,741371
2-hydroxypalmitate,"Fatty Acid, Monohydroxy",95447000,27481154,56815332,75034072,53219752,26100924,120024024,24688348,2842557.75,48292016,22970578,54641420,33533910,39863928,35586848,47796136,76559288,36116428,19034380,84416296,3738930,8159909,19985046,75247448,35535908,88410320,233376864,11161969,155730512,23862136,4676085,25499528,140357216,31567354,146615104,27473320,41319464,98120888,24508956,10715336,19901704,121755592,18976050,87395728,73094016,19809682,181440160,12511779,11613256,8370368,72966712,47460212,71943280,45994940,2429457.25,45922000
2-hydroxystearate,"Fatty Acid, Monohydroxy",8180016,2472855.75,5537912,5988235,10771001,4942786,9214995,2162521,1098685.5,4145714,3398637.25,7612739,5739812,4716861.5,5905482.5,3839013,7608729.5,4140841,3638777,7444486.5,1161585.5,2195089,2638460,7101641.5,3772382.75,11694435,20991418,2068093.875,15875660,6144633,1097089.5,1323755.75,8531513,2024949,12163701,3064666.25,6292339,5474856.5,2675775,835441.875,1922114,14566371,2409798.75,7657072,11712878,2836151,13938786,3548310,1384005,915349.375,8406907,4992314,8523392,7616501,829152.5,4940535
3-hydroxysuberate,"Fatty Acid, Monohydroxy",1927387,882146.9375,560156,710354,432211,1318517,961128,415389,370781,756271,,,,1007234.063,,616539,930389,456728.0313,538994,1932642,698168,740430,310214,1134871,608456,,299309,278502,1418907,278393,741369,1036862.938,816898,1407164,555047,234161,575560,1865486,748372,1202406,856734,,1211432,513488,446960,1375203,960307.9375,,1207692,770309,1262526,2216132,1071444,821394,1081114,1952907
3-hydroxyoctanoate,"Fatty Acid, Monohydroxy",153744,,38022,,,,,,92681,129990,,,,,,,,,,102008,,,,,,,,480644,151502,,,145437,350348,,,163629,,,,,172034,,,,,,,,,338289,,,75811,156566,,145219
3-hydroxysebacate,"Fatty Acid, Monohydroxy",214783,196597,1225573,1422102,227884,569044,366643,115143,362540,439421,691469,40161,413853,269971,478100,860508,542540,244726.9844,,597941,,1707871,149357,433850,175535,,1101133,268593,444235,463486,318548,382667,301583,40265,934809.0625,341644,350635,632372,61986,440303,158291,366659,497247.0313,354492,1127591,117852.0078,382894,697428,442244,289033,438929,210463,,644467,160514,463048
3-hydroxypalmitate,"Fatty Acid, Monohydroxy",9199361,5728816,6445465.5,3122765.75,104699144,4905968,4023253,6007059,10748064,3499696.5,4154813,3915694,3829570.5,14323696,7746464,4609301.5,2783661.5,6030479.5,4763955,11189629,8887858,16107134,9114752,3488979.5,3995586.5,5387681,3863310.75,4526268,11303093,3556270,5301053,8330726,4959807.5,3491832.25,12058516,6193484.5,6930343,6685353,3505792,4769584,5567969,5263296,4483768.5,5799811,4232765.5,2904920.25,13543966,2799016,3521062,5754884,4086519.5,7844137,2730181.25,6616940.5,9748385,3078176
5-hydroxyhexanoate,"Fatty Acid, Monohydroxy",580191,2140838,15249309,6676476,184041,652917,29605902,2084799,320989,643478,999277,5967205,1826478,17774576,49514848,2624890,1394671,11385343,3818959,1701491,1131646,72931,1140210,3656990,726112,19223876,8377338,418224,1729658,20484992,2457762,1183756,28240032,2918301,10877547,665636,502986,1425281,3838776,995738,15412110,12963632,26037728,29632344,2703961,14139338,3448475,13835306,10028742,653932,17508560,28352908,9953848,27634476,13818918,36780832
8-hydroxyoctanoate,"Fatty Acid, Monohydroxy",243384.0938,,267857,84935,,130185.9922,129989.6016,273451,,270940,,127782,520115,188604,158125,184764.0938,848899,284777,160320,265346,191020,,103233,262677,311374,88017,,144121,232163,463255.0313,365292,546802,,657374,250795.9844,304395,,292343,466946,205274,424647,178614,192885,222146,,373798,198211,150726,173476,267599,216785.4063,275098,161810,476928,133746,77397
13-HODE + 9-HODE,"Fatty Acid, Monohydroxy",604161,5214845,4793081,2094080,11236743,6201438,1368660,36421384,17204456,12693068,1537876,3696462.25,,9910104,8453423,1881414.875,60771728,15134522,1466215,1205238,4246348,,6284390,4498414,23758572,5197937,14079653,,,4247954,15873084,620054,12564185,5025317,,16871676,40061572,2522554,7243223,5041018,9224564,4132021.75,6182613,26822396,10567122,7194264,,3785218,52368116,8253491.5,,21804844,281448,7499694,2612669,4859344
10-hydroxystearate,"Fatty Acid, Monohydroxy",265653824,759566784,179600560,182029952,4938122240,1568369024,434206656,627674688,656176000,324318816,563816064,422328384,393862944,470722208,360265824,499744000,4616229376,2647132928,2941478656,341666752,1412499968,583593984,1173898368,350187904,1209258880,386494368,4432381440,983985728,8952722432,286602752,1325972992,1147365248,745603712,94801216,1151324928,3260321536,5324759040,1988095232,591351104,275796864,457967008,673624640,397791808,500874784,228857232,140294272,1124915200,153496048,3222936320,202865808,189323728,384922144,182966528,1029223040,2056592768,438938208
3-hydroxystearate,"Fatty Acid, Monohydroxy",4090648.75,5159467,3588965,5200885,4220610,7860776,3466911,2947083,3480159.5,2358411,4585322,8529569,7843213,10903602,11793554,2127575,1539985,7615247,22706488,4231193,3960330,3488386.25,2745671,4814282,10337698,12018519,3000446,3348149,4094008,3780091,6231415,3368364,4529645,2569343,1353199,4069689,3359294,5848563,5005887.5,2530261.5,3502162,11240162,4086804.25,3115036,3287223.75,2614392,8789803,2691511,13677530,3608470.5,4386694.5,8898622,3717480,14508568,3746074.25,3129698
"12,13-DiHOME","Fatty Acid, Dihydroxy",4914642,509447,1866098,1195000,1925564,1497881,1483818,8396871,7772549,7022130,,661906,969939,1579112,636242,1115787,4093514,,1389516,10808557,,9627503,4718507,697125,2308288,1005905,897821,2245548,4969952,683058,1697925,538348,1185876,2458003,7203496,19703102,709493,3463665,389685,783378,13248227,631392,2076882,2385000,441678,7639974,1660451,331963,1641613,4991977,1436052,2612772,705424,2155602,,2480076
"9,10-DiHOME","Fatty Acid, Dihydroxy",4596606,1304721,2455711,2314085,5040306,6121882,1404031,3612615,2847312,2195791,226236,377373,1378967,3261453,2234000,596065,9271909,1857188.125,3397285,6530075.5,,6052767.5,1441838,2420609,12887107,2700723,1880781,,3983185,450241,828747.0625,324661.0313,1538133,650040,4827351,9524967,2387436,4498997,317245,1241123,8692575,2528793,4817268,2574912,744995,5200472,3319217,562908,9950067,3204719,1487080,2411308,901063,2889670,833416.9375,4259028
oleoyl ethanolamide,Endocannabinoid,3926387,195195,1123981,155910,1641771,90398,1480467,5792790,7746594,1484079,164055,234505,54800,1461123,265768,147488,2827871,418361,294050,2231208,1007873,1890348,1873189,189000,3255448,135030,572812,3532681,59160308,205135,799848,76166,535331,46419,7198347,914844,857464,1303355,157476,169755,4147313,408684,176228,1354340,951147,2926130,947284,,144527,1186227,190676,104501,2933013,2539371,167960,178518
palmitoyl ethanolamide,Endocannabinoid,2381322,667732,2385938,796116.0625,1104172,498496,860324,2254715,3580903,1272388,634079,667037,452099,1550424.125,607558,489838,2809698,637694,761482,1930885,1420254,5180918,2282077,459418.9688,900891,715329,1284657,3589758,26765930,599140,603119,443108.0313,764391,450508.0313,2615853,910258,744152,1794159,598947,578242,2078828,677257,520526,1265567,1126914,1413330,1701865,593148,469159.0313,3108034,792838,539267,667061,1722494,558097,554459
stearoyl ethanolamide,Endocannabinoid,2052384,472310,5393022,599753,2807948,729685,998166.9375,2922941,5553920,1994962,402618.9688,778285,351457,1065698,439078,466678,2504607,132305,430409,2056213.875,10068752,4366469,5426704,494285.9688,213960,409861.0313,3146997,4907642,8591387,462211,696736,897817,354137,446506.9688,5987922,630732,1020083,2777489,603025,2310184,2518251,278585,503498,1379959,1183533,3418379.75,1838646,601508,277529,14979856,946681.9375,536945,4210845,1562234,727767,2585940
linoleoyl ethanolamide,Endocannabinoid,8467443,380833,373502,,914101,80891,3925905,9530606,14220650,2648651,289420.0313,265110,,2422427,439948,268126,3250131,322192,393387,4108548,176495,2028384,1809415,257174,642188,163017,144878,1687718,108937752,317188.0313,,,567270,,7221928,969056,312833,1709307,81318,79980,7101872,429907,87483,1894367,835421,3461107,1086945,,72155,1306417,78492,,2336379,2723699,60218.9961,148719
myo-inositol,Inositol Metabolism,1070469,1664110,470541,,289778,533717,484755,655519,489357,512770.9688,252535.9844,,221410,3966133,437056,509236.9688,262947,1447118,1106264,473324,1835930,205835,767622,128980,413794,226753,739756,1350198,366782,342775,487229,496681,411856,889730,151823,1533667,373224,496007,709186,,649824,,227511,222495,1034267.938,1547613,296749,147732,,589956,377904,505729.0313,,733449,284860,
choline,Phospholipid Metabolism,37573900,121685208,30937512,4727327,6628979,21648824,31842882,28256066,43319824,21920266,26212884,17683278,8827310,86527944,8719022,52151712,41300760,91199144,53364116,25241380,152695936,15221638,103447584,9580187,21072338,2642870,11216088,365720640,37792344,15309520,106635424,23447396,28690978,38616336,9305042,63849556,25662148,20711556,56565632,16453127,50975640,7656909.5,9968100,10034106,64466248,40824892,7430396,14790550,16198003,27831392,18484756,30615136,7445586,56915264,12524546,7802392
phosphocholine,Phospholipid Metabolism,396223,130147,202876,78781,107515,283447,285903,186092,1101156,259053,125694,132148,106761,424669,303903,,884124,306198.9688,318547,339822,506237,625931,571227,110835,361443,191773,403315,206242432,243147,349385,5506337,367609,175242.9844,350294,,297914,8805156,134272,158369.0156,582208,252557.0156,59752,99945,60678,1491460,,799327,293325,227921,791782,69939,203756,72973,311247.0313,76733,140097
glycerophosphorylcholine (GPC),Phospholipid Metabolism,2108891,570404,1787892,169989,,1587486,,1658269.125,3396938,2085437,597138,390103,,519544,,1497730.125,1790162,1086861,685237,1326456,6106341,330392,12143398,,,,,75013808,1209211,1241638,1119149,5190004,892318,893024.0625,,2689147.75,947290,2257419,1962517,,534840,,429118,,1276421,,,810772.0625,343783,2381923,,724030,,1785372.875,,
glycerophosphoethanolamine,Phospholipid Metabolism,13124208,3657656,10905684,1731330,1626607,5329081,2355919,7248728,8598789,1461517,2895704,3905994,1820205,5567932,1282128,2183779,1488658,2205259,3692260,4731290,7745073,4825989,10703074,1525103,1595934,864347,1734903,22560452,2966683,5409466,1338281,1564893,818506,3991863.25,1654224,13177039,1501497.125,10290963,2529746,6305583,3514526,2042435,2391135,1672384.875,2289149,8747370,1549356,3721514.25,678481,2059047,3018850,1210329,1585007,3256083,1624579,1316368
trimethylamine N-oxide,Phospholipid Metabolism,1490149,228154.9844,202324.9844,101718,262339,332362,581829,268671,704076,530257,136485,350385,345722,365959,196444.0156,352080,593455,227840.9844,182525,517140,447529,396885,447098,201447,344057,3022193,213984.0156,14643586,365549,191238,266494,566992,878246,287478,316898,459210,3938179.25,518985,302698,87717,917745,161722,354419,365337,647170,1057896,378263,196530,599226,552893,244464.0156,497964,140365,315314,262069.0156,419486
glycerophosphoinositol*,Phospholipid Metabolism,1266760,417446,88730,54998,128599,68113,196249,322999,704614,276291,277454,,134995,843297,,166279,133085,592497,359593,765149,1012730,91593,226670,,359160,24974,115655,842955,219096,150668,1658478,383911,372870,232152,116624,765731,568032,248723,285934,101211,417165,45430,523140.9688,36374,444387,892157,139178,16128,,604277,161678,169848,43196,273874,73046,92070
"1,2-dipalmitoyl-GPC (16:0/16:0)",Phospholipid Metabolism,,,,,,,,,112160,,,,,,,,,,,,278840,,140252,,,,,18851706,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-palmitoyl-2-oleoyl-GPC (16:0/18:1),Phospholipid Metabolism,122551,,633525.0625,261449,92743,951643,101186,227592,319647,,293978,291089,204606,408773,,578670,147367,428779,274279,,797508.9375,293170,320467,167263,,356555,272256,45546480,,798787,1048803,,124708,474054,128029,235303,118920,,222435,130402,300457,114824,84113,,1398144,,,653067,531391,440429,247767,201309,,250936.9844,178006,
1-palmitoyl-2-linoleoyl-GPC (16:0/18:2),Phospholipid Metabolism,,,203815,163117,,512358.0313,,243838,123989.0078,145843,172138,198730,,377160,62805,326907,,130099,,,347862,185340,175320,,,138140,,6566281,,428782,362052,,266024,489606,,134362,,,180756,158578,173101,94849,55494.0039,,1760669.125,,,253694,242326,433891,,87799,,358967,171691,
"1,2-dioleoyl-GPC (18:1/18:1)*",Phospholipid Metabolism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2592077,,,,,,,,,,,,,,,,,,,,,,,,,
"1,2-dilinoleoyl-GPC (18:2/18:2)",Phospholipid Metabolism,,,,,,,,,69863,,,,,129905,,,,,,,,,,,,,,,,367303,138824,,180402,,,,,,117456.9922,,,,,,1075621,,,,,232825,,,,183333.0156,,
1-palmitoyl-GPC (16:0),Lysolipid,218939,373931.9688,441012,351729,,111275,,367991,1101674,202780,130549,,,698971,,354128,452114,387176.9688,177991,167663,834652,247226,2964319,,,,233815,215495664,1977634.875,228332,667302,158287,352680,182590,,808693.9375,,152973,224106.9844,,248425,,,,2025196.875,,,,86164,373122,,,,817262,,
1-stearoyl-GPC (18:0),Lysolipid,,236848,261511,189944,,118859,,1266533,484615,,255777,,,362985,,581939,919466,414852,249999,,1227933,122997,1689361,,,,118915,129875720,1194006,,275888,,173640,234085,,744050,,,150071,,213054,,,,316958,158606,121526,92091,,345713,,,,302974,,
1-oleoyl-GPC (18:1),Lysolipid,,,,,,,,,411582,,,,,233413.9844,,,,,,,,,,,177138,,,12174833,,,1257565,,,,,,99368.9922,,,,,,,,688940,,,,,,,,,,,
1-palmitoyl-GPE (16:0),Lysolipid,6030913,281143,1504069,724567.9375,175415,808117,374696,1393466.875,4769838,1007737.063,380080,2468085,432871.0313,891339,229153,888275.9375,302641,524433,546587,9439618,2038985.125,1763479,4435513,1047102.063,194660,435473.9688,868642.9375,15159423,2595035,594150,962827,697811,288021,1134117,1483266.875,3472795,244128,1398240,1767268,1822780,2379140,621594,552377,1247105,1241753,4409553,3870977,631977,195772.9844,2953979,1953872,531120,708337,1936776,1312703,939719
